All Insites,Accident Date,Month,Year,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901HT20352,6/26/2021,June,2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.510443,Daylight,Tower Hamlets,None,-0.042174,1,2,Metropolitan Police,Dry,Dual carriageway,30,5:43,Urban,Fine no high winds,Car
200901HT20353,6/30/2021,June,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.521425,Darkness - lights lit,Tower Hamlets,None,-0.04819,1,2,Metropolitan Police,Dry,Single carriageway,30,21:10,Urban,Fine no high winds,Car
200901HT20354,6/26/2021,June,2021,Friday,Auto traffic signal,Crossroads,Slight,51.524694,Darkness - lights lit,Tower Hamlets,None,-0.071837,1,3,Metropolitan Police,Dry,Single carriageway,30,0:49,Urban,Fine no high winds,Motorcycle 125cc and under
200901HT20355,7/1/2021,July,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.528269,Daylight,Tower Hamlets,None,-0.065054,1,1,Metropolitan Police,Dry,Single carriageway,30,12:30,Urban,Fine no high winds,Car
200901HT20358,7/1/2021,July,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518184,Daylight,Tower Hamlets,None,-0.03723,1,2,Metropolitan Police,Dry,Single carriageway,30,20:44,Urban,Fine no high winds,Car
200901HT20359,7/5/2021,July,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.526292,Daylight,Tower Hamlets,None,-0.016698,2,2,Metropolitan Police,Dry,Single carriageway,30,18:45,Urban,Fine no high winds,Car
200901HT20361,7/6/2021,July,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.508553,Daylight,Tower Hamlets,None,-0.069204,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,7:00,Urban,Raining no high winds,Car
200901HT20362,7/1/2021,July,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.53231,Daylight,Tower Hamlets,None,-0.032297,2,2,Metropolitan Police,Dry,Single carriageway,30,17:21,Urban,Fine no high winds,Car
200901HT20363,7/9/2021,July,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.510667,Daylight,Tower Hamlets,None,-0.007432,1,1,Metropolitan Police,Dry,Slip road,30,8:50,Urban,Fine no high winds,Car
200901HT20364,7/12/2021,July,2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.507858,Darkness - lights lit,Tower Hamlets,None,-0.027442,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,2:15,Urban,Raining no high winds,Car
200901HT20365,6/26/2021,June,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.508057,Daylight,Tower Hamlets,None,-0.007258,1,2,Metropolitan Police,Dry,Single carriageway,30,6:28,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901HT20366,6/26/2021,June,2021,Friday,Give way or uncontrolled,T or staggered junction,Serious,51.515052,Daylight,Tower Hamlets,None,-0.027419,1,1,Metropolitan Police,Dry,Single carriageway,30,17:12,Urban,Fine no high winds,Motorcycle 125cc and under
200901HT20367,6/23/2021,June,2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.509629,Daylight,Tower Hamlets,None,-0.02578,1,2,Metropolitan Police,Dry,Dual carriageway,30,16:27,Urban,Fine no high winds,Car
200901HT20369,6/26/2021,June,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513838,Daylight,Tower Hamlets,None,0.001785,1,2,Metropolitan Police,Dry,Dual carriageway,30,6:30,Urban,Fine no high winds,Car
200901HT20370,7/27/2021,July,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.514313,Darkness - lights lit,Tower Hamlets,None,-0.0103,1,2,Metropolitan Police,Dry,Single carriageway,30,22:30,Urban,Fine no high winds,Car
200901HT20371,7/6/2021,July,2021,Monday,Auto traffic signal,Roundabout,Slight,51.529568,Daylight,Tower Hamlets,None,-0.013672,1,2,Metropolitan Police,Dry,Roundabout,30,9:50,Urban,Fine no high winds,Car
200901HT20373,7/6/2021,July,2021,Monday,Auto traffic signal,Crossroads,Slight,51.524888,Daylight,Tower Hamlets,None,-0.034779,1,2,Metropolitan Police,Dry,Single carriageway,30,9:25,Urban,Fine no high winds,Motorcycle 125cc and under
200901HT20374,7/4/2021,July,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.515747,Daylight,Tower Hamlets,None,-0.020615,1,2,Metropolitan Police,Dry,Single carriageway,30,21:21,Urban,Fine no high winds,Car
200901HT20375,4/26/2021,April,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.512351,Darkness - lights lit,Tower Hamlets,None,-0.03258,1,1,Metropolitan Police,Dry,Single carriageway,30,22:30,Urban,Fine no high winds,Car
200901HT20376,6/26/2021,June,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.520808,Daylight,Tower Hamlets,None,-0.032792,1,2,Metropolitan Police,Dry,Single carriageway,30,12:28,Urban,Fine no high winds,Car
200901HT20377,7/7/2021,July,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.51715,Daylight,Tower Hamlets,None,-0.066967,1,2,Metropolitan Police,Dry,Single carriageway,30,9:30,Urban,Fine no high winds,Car
200901HT20378,7/10/2021,July,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.508426,Daylight,Tower Hamlets,None,-0.07238,2,2,Metropolitan Police,Dry,Single carriageway,30,18:50,Urban,Fine no high winds,Car
200901HT20380,7/14/2021,July,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.52765,Daylight,Tower Hamlets,None,-0.011881,1,2,Metropolitan Police,Dry,Dual carriageway,40,17:45,Urban,Fine no high winds,Car
200901HT20381,7/7/2021,July,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.531072,Daylight,Tower Hamlets,None,-0.017499,1,2,Metropolitan Police,Dry,Dual carriageway,40,18:45,Urban,Fine no high winds,Car
200901HT20382,7/10/2021,July,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.509258,Daylight,Tower Hamlets,None,-0.062833,1,2,Metropolitan Police,Dry,Single carriageway,30,17:00,Urban,Fine no high winds,Car
200901HT20383,7/12/2021,July,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.508896,Darkness - lights lit,Tower Hamlets,None,-0.073657,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0:22,Urban,Raining no high winds,Car
200901HT20384,7/11/2021,July,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.511526,Darkness - lights lit,Tower Hamlets,None,-0.026275,2,2,Metropolitan Police,Dry,Single carriageway,30,0:45,Urban,Fine no high winds,Car
200901HT20385,7/17/2021,July,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.51741,Daylight,Tower Hamlets,None,-0.028615,1,2,Metropolitan Police,Dry,Single carriageway,30,15:15,Urban,Fine no high winds,Car
200901HT20386,7/21/2021,July,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.512351,Daylight,Tower Hamlets,None,-0.03258,1,2,Metropolitan Police,Dry,Single carriageway,30,18:55,Urban,Fine no high winds,Car
200901HT20387,7/21/2021,July,2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.514843,Daylight,Tower Hamlets,None,-0.015033,1,1,Metropolitan Police,Dry,Single carriageway,30,18:05,Urban,Fine no high winds,Car
200901HT20388,6/21/2021,June,2021,Sunday,Stop sign,Slip road,Slight,51.52065,Daylight,Tower Hamlets,None,-0.072008,1,1,Metropolitan Police,Dry,One way street,30,15:45,Urban,Fine no high winds,Motorcycle 125cc and under
200901HT20389,7/14/2021,July,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.511112,Daylight,Tower Hamlets,None,-0.012457,1,2,Metropolitan Police,Dry,Single carriageway,30,19:15,Urban,Fine no high winds,Car
200901HT20390,7/23/2021,July,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.514078,Daylight,Tower Hamlets,None,-0.033659,1,2,Metropolitan Police,Dry,Single carriageway,30,17:40,Urban,Fine no high winds,Car
200901HT20391,7/18/2021,July,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.51462,Daylight,Tower Hamlets,None,-0.028447,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,18:38,Urban,Fine no high winds,Car
200901HT20392,7/19/2021,July,2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.511416,Darkness - lights lit,Tower Hamlets,None,-0.009129,1,2,Metropolitan Police,Dry,Dual carriageway,30,23:00,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901HT20393,7/2/2021,July,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.525141,Darkness - lights lit,Tower Hamlets,None,-0.033759,1,2,Metropolitan Police,Dry,Single carriageway,30,20:00,Urban,Fine no high winds,Car
200901HT20394,7/13/2021,July,2021,Monday,Give way or uncontrolled,T or staggered junction,Serious,51.511023,Daylight,Tower Hamlets,None,-0.012461,2,3,Metropolitan Police,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,Car
200901HT20395,7/15/2021,July,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.516409,Daylight,Tower Hamlets,None,-0.038603,5,2,Metropolitan Police,Wet or damp,Single carriageway,30,18:42,Urban,Raining no high winds,Car
200901HT20396,6/15/2021,June,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.528143,Daylight,Tower Hamlets,None,-0.014455,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,21:10,Urban,Raining no high winds,Car
200901HT20397,7/21/2021,July,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.511193,Daylight,Tower Hamlets,None,-0.011877,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,16:10,Urban,Raining no high winds,Car
200901HT20399,7/22/2021,July,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.528855,Daylight,Tower Hamlets,None,-0.062434,1,2,Metropolitan Police,Dry,Single carriageway,30,7:10,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901HT20400,7/22/2021,July,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.509541,Daylight,Tower Hamlets,None,-0.025928,1,2,Metropolitan Police,Dry,Dual carriageway,30,6:45,Urban,Fine no high winds,Car
200901HT20401,7/15/2021,July,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.522235,Darkness - lights lit,Tower Hamlets,None,-0.042822,1,2,Metropolitan Police,Dry,Single carriageway,30,20:30,Urban,Fine no high winds,Car
200901HT20402,7/17/2021,July,2021,Friday,Give way or uncontrolled,Roundabout,Slight,51.51505,Daylight,Tower Hamlets,None,-0.027275,1,3,Metropolitan Police,Wet or damp,Single carriageway,20,19:12,Urban,Fine no high winds,Motorcycle 50cc and under
200901HT20403,7/21/2021,July,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.522655,Daylight,Tower Hamlets,None,-0.041074,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,8:40,Urban,Raining no high winds,Car
200901HT20404,7/28/2021,July,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.508727,Daylight,Tower Hamlets,None,-0.009679,1,1,Metropolitan Police,Dry,Single carriageway,30,10:45,Urban,Fine no high winds,Car
200901HT20405,7/12/2021,July,2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.523464,Daylight,Tower Hamlets,None,-0.073619,1,1,Metropolitan Police,Dry,Single carriageway,30,11:55,Urban,Fine no high winds,Car
200901HT20406,7/22/2021,July,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.525228,Daylight,Tower Hamlets,None,-0.033611,1,2,Metropolitan Police,Dry,Dual carriageway,30,7:10,Urban,Fine no high winds,Car
200901HT20407,6/23/2021,June,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.512649,Daylight,Tower Hamlets,None,-0.03963,1,1,Metropolitan Police,Dry,Single carriageway,30,12:25,Urban,Fine no high winds,Car
200901HT20408,7/24/2021,July,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.525143,Daylight,Tower Hamlets,None,-0.033903,1,2,Metropolitan Police,Dry,Dual carriageway,30,18:08,Urban,Fine no high winds,Car
200901HT20409,7/24/2021,July,2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.512349,Daylight,Tower Hamlets,None,-0.032436,1,2,Metropolitan Police,Dry,Single carriageway,30,10:05,Urban,Fine no high winds,Motorcycle 50cc and under
200901HT20410,7/24/2021,July,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.527695,Daylight,Tower Hamlets,None,-0.052103,1,3,Metropolitan Police,Dry,Single carriageway,30,12:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901HT20411,7/25/2021,July,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.514694,Daylight,Tower Hamlets,None,-0.006248,2,1,Metropolitan Police,Dry,Single carriageway,30,19:20,Urban,Fine no high winds,Car
200901HT20412,7/18/2021,July,2021,Saturday,Give way or uncontrolled,Private drive or entrance,Slight,51.527648,Daylight,Tower Hamlets,None,-0.022406,1,2,Metropolitan Police,Dry,Single carriageway,30,17:00,Urban,Fine no high winds,Car
200901HT20413,7/20/2021,July,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.519618,Daylight,Tower Hamlets,None,-0.02088,1,2,Metropolitan Police,Dry,Single carriageway,30,20:23,Urban,Fine no high winds,Car
200901HT20414,7/29/2021,July,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.525153,Daylight,Tower Hamlets,None,-0.034479,1,2,Metropolitan Police,Dry,Single carriageway,30,15:25,Urban,Fine no high winds,Car
200901HT20415,7/29/2021,July,2021,Wednesday,Give way or uncontrolled,Mini-roundabout,Slight,51.515648,Daylight,Tower Hamlets,None,-0.041519,1,2,Metropolitan Police,Wet or damp,Roundabout,30,7:26,Urban,Raining no high winds,Car
200901HT20416,7/29/2021,July,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.508652,Darkness - lighting unknown,Tower Hamlets,None,-0.010547,1,1,Metropolitan Police,Dry,Single carriageway,30,21:42,Urban,Fine no high winds,Car
200901HT20417,7/29/2021,July,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.519764,Darkness - lights lit,Tower Hamlets,None,-0.056477,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,23:42,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901HT20419,7/31/2021,July,2021,Friday,Auto traffic signal,Crossroads,Slight,51.530736,Darkness - lights lit,Tower Hamlets,None,-0.040294,2,2,Metropolitan Police,Dry,Single carriageway,30,22:13,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901HT20420,7/27/2021,July,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.509213,Daylight,Tower Hamlets,None,-0.065573,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,7:45,Urban,Raining no high winds,Car
200901HT20421,7/25/2021,July,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.51918,Darkness - lights lit,Tower Hamlets,None,-0.059241,1,1,Metropolitan Police,Dry,Dual carriageway,30,1:57,Urban,Fine no high winds,Car
200901HT20422,7/30/2021,July,2021,Thursday,Give way or uncontrolled,Slip road,Slight,51.533938,Daylight,Tower Hamlets,None,-0.022133,1,2,Metropolitan Police,Dry,Slip road,30,7:02,Urban,Fine no high winds,Car
200901HT20423,8/2/2021,August,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.517163,Daylight,Tower Hamlets,None,-0.029923,1,2,Metropolitan Police,Dry,Single carriageway,30,17:00,Urban,Fine no high winds,Car
200901HT20424,7/27/2021,July,2021,Monday,Give way or uncontrolled,Crossroads,Slight,51.524895,Daylight,Tower Hamlets,None,-0.035211,1,2,Metropolitan Police,Dry,Dual carriageway,30,17:15,Urban,Fine no high winds,Car
200901HT20426,7/14/2021,July,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.522567,Daylight,Tower Hamlets,None,-0.019743,1,1,Metropolitan Police,Dry,Single carriageway,30,8:20,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901HT20428,7/5/2021,July,2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.52083,Daylight,Tower Hamlets,None,-0.077478,1,2,Metropolitan Police,Dry,Single carriageway,30,13:15,Urban,Fine no high winds,Car
200901HT20429,7/26/2021,July,2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.512179,Darkness - lights lit,Tower Hamlets,None,-0.022355,2,2,Metropolitan Police,Dry,Single carriageway,30,23:30,Urban,Fine no high winds,Car
200901HT20430,7/10/2021,July,2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.511339,Darkness - lights lit,Tower Hamlets,None,-0.02585,1,1,Metropolitan Police,Dry,Single carriageway,30,0:16,Urban,Fine no high winds,Car
200901HT20431,8/5/2021,August,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.520338,Daylight,Tower Hamlets,None,-0.053138,1,2,Metropolitan Police,Dry,Single carriageway,30,16:55,Urban,Fine no high winds,Car
200901HT20432,7/19/2021,July,2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.516372,Daylight,Tower Hamlets,None,-0.068873,1,1,Metropolitan Police,Dry,Single carriageway,30,16:53,Urban,Fine no high winds,Car
200901HT20434,8/2/2021,August,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.519757,Daylight,Tower Hamlets,None,-0.056045,2,2,Metropolitan Police,Dry,Single carriageway,30,16:10,Urban,Fine no high winds,Car
200901HT20435,8/1/2021,August,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.512498,Daylight,Tower Hamlets,None,-0.041366,2,2,Metropolitan Police,Dry,Single carriageway,30,18:15,Urban,Fine no high winds,Car
200901HT20436,7/27/2021,July,2021,Monday,Give way or uncontrolled,Crossroads,Slight,51.529576,Daylight,Tower Hamlets,None,-0.014104,1,2,Metropolitan Police,Wet or damp,Dual carriageway,50,7:15,Urban,Raining no high winds,Motorcycle over 500cc
200901HT20438,8/9/2021,August,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.514666,Daylight,Tower Hamlets,None,-0.063613,1,2,Metropolitan Police,Dry,Single carriageway,30,19:36,Urban,Fine no high winds,Car
200901HT20439,6/28/2021,June,2021,Sunday,Give way or uncontrolled,Crossroads,Serious,51.535507,Daylight,Tower Hamlets,None,-0.029852,1,2,Metropolitan Police,Dry,Single carriageway,30,15:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
